student_id,semester,year,class_id,grade,exam_type,tier_kmeans,difficulty_tier
0000000186,Fall,2019,C0002,7.4,take-home,Low,Easy
0000000188,Fall,2019,C0002,4.6,take-home,Low,Easy
0000000188,Fall,2019,C0002,6.3,take-home,Low,Easy
0000000192,Fall,2019,C0002,6.0,take-home,High,Easy
0000000192,Fall,2019,C0002,5.8,take-home,High,Easy
0000000196,Fall,2019,C0002,6.3,take-home,Medium,Easy
0000000196,Fall,2019,C0002,6.9,take-home,Medium,Easy
0000000200,Fall,2019,C0002,3.3,take-home,Medium,Easy
0000000200,Fall,2019,C0002,4.7,take-home,Medium,Easy
0000000212,Fall,2019,C0002,6.2,take-home,Medium,Easy
0000000212,Fall,2019,C0002,8.4,take-home,Medium,Easy
0000000215,Fall,2019,C0002,10.0,take-home,High,Easy
0000000215,Fall,2019,C0002,8.5,take-home,High,Easy
0000000220,Fall,2019,C0002,9.7,take-home,Medium,Easy
0000000220,Fall,2019,C0002,7.8,take-home,Medium,Easy
0000000235,Fall,2019,C0002,6.9,take-home,Low,Easy
0000000235,Fall,2019,C0002,6.1,take-home,Low,Easy
0000000244,Fall,2019,C0002,4.1,take-home,Medium,Easy
0000000244,Fall,2019,C0002,7.1,take-home,Medium,Easy
0000000245,Fall,2019,C0002,7.3,take-home,Medium,Easy
0000000245,Fall,2019,C0002,7.3,take-home,Medium,Easy
0000000254,Fall,2019,C0002,7.3,take-home,Low,Easy
0000000254,Fall,2019,C0002,6.9,take-home,Low,Easy
0000000258,Fall,2019,C0002,7.2,take-home,Medium,Easy
0000000258,Fall,2019,C0002,7.6,take-home,Medium,Easy
0000000259,Fall,2019,C0002,6.9,take-home,Medium,Easy
0000000259,Fall,2019,C0002,6.7,take-home,Medium,Easy
0000000264,Fall,2019,C0002,9.0,take-home,Medium,Easy
0000000264,Fall,2019,C0002,8.0,take-home,Medium,Easy
0000000265,Fall,2019,C0002,8.5,take-home,Medium,Easy
0000000265,Fall,2019,C0002,9.1,take-home,Medium,Easy
0000000273,Fall,2019,C0002,6.5,take-home,Medium,Easy
0000000273,Fall,2019,C0002,8.9,take-home,Medium,Easy
0000000279,Fall,2019,C0002,5.3,take-home,Medium,Easy
0000000279,Fall,2019,C0002,6.0,take-home,Medium,Easy
0000000285,Fall,2019,C0002,7.3,take-home,High,Easy
0000000285,Fall,2019,C0002,8.8,take-home,High,Easy
0000000292,Fall,2019,C0002,8.2,take-home,Medium,Easy
0000000292,Fall,2019,C0002,9.5,take-home,Medium,Easy
0000000298,Fall,2019,C0002,8.3,take-home,High,Easy
0000000298,Fall,2019,C0002,10.0,take-home,High,Easy
0000000313,Fall,2019,C0002,3.9,take-home,Low,Easy
0000000313,Fall,2019,C0002,5.4,take-home,Low,Easy
0000000318,Fall,2019,C0002,8.0,take-home,High,Easy
0000000318,Fall,2019,C0002,8.8,take-home,High,Easy
0000000321,Fall,2019,C0002,3.9,take-home,Medium,Easy
0000000321,Fall,2019,C0002,4.9,take-home,Medium,Easy
0000000326,Fall,2019,C0002,7.1,take-home,High,Easy
0000000326,Fall,2019,C0002,6.5,take-home,High,Easy
0000000327,Fall,2019,C0002,6.7,take-home,Low,Easy
0000000327,Fall,2019,C0002,5.7,take-home,Low,Easy
0000000328,Fall,2019,C0002,8.1,take-home,Medium,Easy
0000000328,Fall,2019,C0002,8.8,take-home,Medium,Easy
0000000337,Fall,2019,C0002,9.2,take-home,Medium,Easy
0000000337,Fall,2019,C0002,8.0,take-home,Medium,Easy
0000000338,Fall,2019,C0002,5.1,take-home,High,Easy
0000000338,Fall,2019,C0002,6.6,take-home,High,Easy
0000000340,Fall,2019,C0002,7.6,take-home,High,Easy
0000000340,Fall,2019,C0002,7.8,take-home,High,Easy
0000000350,Fall,2019,C0002,6.8,take-home,Medium,Easy
0000000350,Fall,2019,C0002,8.0,take-home,Medium,Easy
0000000352,Fall,2019,C0002,6.1,take-home,Medium,Easy
0000000352,Fall,2019,C0002,5.8,take-home,Medium,Easy
0000000354,Fall,2019,C0002,8.2,take-home,High,Easy
0000000354,Fall,2019,C0002,8.0,take-home,High,Easy
0000000356,Fall,2019,C0002,4.9,take-home,Medium,Easy
0000000356,Fall,2019,C0002,5.4,take-home,Medium,Easy
0000000362,Fall,2019,C0002,6.0,take-home,Low,Easy
0000000362,Fall,2019,C0002,4.2,take-home,Low,Easy
0000000363,Fall,2019,C0002,7.9,take-home,Medium,Easy
0000000363,Fall,2019,C0002,6.1,take-home,Medium,Easy
0000000365,Fall,2019,C0002,10.0,take-home,High,Easy
0000000365,Fall,2019,C0002,8.2,take-home,High,Easy
0000000372,Fall,2019,C0002,6.3,take-home,Medium,Easy
0000000372,Fall,2019,C0002,8.7,take-home,Medium,Easy
0000000381,Fall,2019,C0002,6.6,take-home,Medium,Easy
0000000381,Fall,2019,C0002,7.4,take-home,Medium,Easy
0000000386,Fall,2019,C0002,7.7,take-home,High,Easy
0000000386,Fall,2019,C0002,9.3,take-home,High,Easy
0000000393,Fall,2019,C0002,5.9,take-home,Low,Easy
0000000393,Fall,2019,C0002,4.9,take-home,Low,Easy
0000000394,Fall,2019,C0002,6.6,take-home,High,Easy
0000000394,Fall,2019,C0002,8.0,take-home,High,Easy
0000000396,Fall,2019,C0002,9.8,take-home,High,Easy
0000000396,Fall,2019,C0002,8.3,take-home,High,Easy
0000000398,Fall,2019,C0002,6.7,take-home,Medium,Easy
0000000398,Fall,2019,C0002,6.3,take-home,Medium,Easy
0000000402,Fall,2019,C0002,6.2,take-home,Medium,Easy
0000000402,Fall,2019,C0002,7.4,take-home,Medium,Easy
0000000410,Fall,2019,C0002,9.0,take-home,High,Easy
0000000410,Fall,2019,C0002,9.9,take-home,High,Easy
0000000411,Fall,2019,C0002,8.1,take-home,Medium,Easy
0000000411,Fall,2019,C0002,4.9,take-home,Medium,Easy
0000000413,Fall,2019,C0002,4.8,take-home,Low,Easy
0000000413,Fall,2019,C0002,4.3,take-home,Low,Easy
0000000422,Fall,2019,C0002,7.7,take-home,High,Easy
0000000422,Fall,2019,C0002,7.8,take-home,High,Easy
0000000427,Fall,2019,C0002,5.6,take-home,Low,Easy
0000000427,Fall,2019,C0002,6.0,take-home,Low,Easy
0000000432,Fall,2019,C0002,8.5,take-home,High,Easy
0000000432,Fall,2019,C0002,8.2,take-home,High,Easy
0000000447,Fall,2019,C0002,4.8,take-home,Low,Easy
0000000447,Fall,2019,C0002,6.1,take-home,Low,Easy
0000000456,Fall,2019,C0002,5.0,take-home,Low,Easy
0000000456,Fall,2019,C0002,6.3,take-home,Low,Easy
0000000458,Fall,2019,C0002,7.3,take-home,Medium,Easy
0000000458,Fall,2019,C0002,8.6,take-home,Medium,Easy
0000000461,Fall,2019,C0002,6.6,take-home,Low,Easy
0000000461,Fall,2019,C0002,5.0,take-home,Low,Easy
0000000464,Fall,2019,C0002,10.0,take-home,High,Easy
0000000464,Fall,2019,C0002,10.0,take-home,High,Easy
0000000470,Fall,2019,C0002,6.3,take-home,Medium,Easy
0000000470,Fall,2019,C0002,7.4,take-home,Medium,Easy
0000000473,Fall,2019,C0002,6.6,take-home,High,Easy
0000000473,Fall,2019,C0002,6.8,take-home,High,Easy
0000000494,Fall,2019,C0002,7.3,take-home,Medium,Easy
0000000494,Fall,2019,C0002,5.6,take-home,Medium,Easy
0000000501,Fall,2019,C0002,5.0,take-home,Low,Easy
0000000501,Fall,2019,C0002,4.0,take-home,Low,Easy
0000000503,Fall,2019,C0002,7.3,take-home,Medium,Easy
0000000503,Fall,2019,C0002,5.2,take-home,Medium,Easy
0000000506,Fall,2019,C0002,7.7,take-home,Medium,Easy
0000000506,Fall,2019,C0002,8.5,take-home,Medium,Easy
0000000512,Fall,2019,C0002,4.6,take-home,Low,Easy
0000000512,Fall,2019,C0002,7.3,take-home,Low,Easy
0000000523,Fall,2019,C0002,8.1,take-home,High,Easy
0000000523,Fall,2019,C0002,8.5,take-home,High,Easy
0000000527,Fall,2019,C0002,9.6,take-home,High,Easy
0000000527,Fall,2019,C0002,10.0,take-home,High,Easy
0000000541,Fall,2019,C0002,6.2,take-home,Medium,Easy
0000000541,Fall,2019,C0002,8.4,take-home,Medium,Easy
0000000543,Fall,2019,C0002,6.4,take-home,Low,Easy
0000000543,Fall,2019,C0002,5.2,take-home,Low,Easy
0000000545,Fall,2019,C0002,7.7,take-home,High,Easy
0000000545,Fall,2019,C0002,7.9,take-home,High,Easy
0000000547,Fall,2019,C0002,7.7,take-home,High,Easy
0000000547,Fall,2019,C0002,10.0,take-home,High,Easy
0000000551,Fall,2019,C0002,10.0,take-home,High,Easy
0000000551,Fall,2019,C0002,9.1,take-home,High,Easy
0000000553,Fall,2019,C0002,6.8,take-home,Low,Easy
0000000553,Fall,2019,C0002,4.8,take-home,Low,Easy
0000000556,Fall,2019,C0002,6.8,take-home,High,Easy
0000000556,Fall,2019,C0002,6.6,take-home,High,Easy
0000000564,Fall,2019,C0002,7.1,take-home,Low,Easy
0000000564,Fall,2019,C0002,4.1,take-home,Low,Easy
0000000576,Fall,2019,C0002,8.1,take-home,High,Easy
0000000576,Fall,2019,C0002,8.8,take-home,High,Easy
0000000579,Fall,2019,C0002,6.9,take-home,Low,Easy
0000000579,Fall,2019,C0002,6.1,take-home,Low,Easy
0000000580,Fall,2019,C0002,6.9,take-home,Medium,Easy
0000000580,Fall,2019,C0002,8.1,take-home,Medium,Easy
0000000592,Fall,2019,C0002,7.5,take-home,Medium,Easy
0000000592,Fall,2019,C0002,6.8,take-home,Medium,Easy
0000000593,Fall,2019,C0002,6.6,take-home,Medium,Easy
0000000593,Fall,2019,C0002,5.2,take-home,Medium,Easy
0000000605,Fall,2019,C0002,5.3,take-home,Low,Easy
0000000605,Fall,2019,C0002,5.2,take-home,Low,Easy
0000000606,Fall,2019,C0002,7.0,take-home,Medium,Easy
0000000606,Fall,2019,C0002,6.0,take-home,Medium,Easy
0000000622,Fall,2019,C0002,8.1,take-home,Medium,Easy
0000000622,Fall,2019,C0002,6.2,take-home,Medium,Easy
0000000627,Fall,2019,C0002,4.8,take-home,Medium,Easy
0000000627,Fall,2019,C0002,5.6,take-home,Medium,Easy
0000000638,Fall,2019,C0002,5.9,take-home,High,Easy
0000000638,Fall,2019,C0002,8.0,take-home,High,Easy
0000000640,Fall,2019,C0002,9.6,take-home,High,Easy
0000000640,Fall,2019,C0002,9.0,take-home,High,Easy
0000000649,Fall,2019,C0002,7.3,take-home,Medium,Easy
0000000649,Fall,2019,C0002,7.4,take-home,Medium,Easy
0000000652,Fall,2019,C0002,7.4,take-home,Medium,Easy
0000000652,Fall,2019,C0002,5.6,take-home,Medium,Easy
0000000654,Fall,2019,C0002,5.2,take-home,Low,Easy
0000000654,Fall,2019,C0002,4.4,take-home,Low,Easy
0000000656,Fall,2019,C0002,5.9,take-home,Medium,Easy
0000000656,Fall,2019,C0002,6.6,take-home,Medium,Easy
0000000662,Fall,2019,C0002,6.7,take-home,Low,Easy
0000000662,Fall,2019,C0002,7.2,take-home,Low,Easy
0000000670,Fall,2019,C0002,7.0,take-home,Low,Easy
0000000670,Fall,2019,C0002,6.1,take-home,Low,Easy
0000000672,Fall,2019,C0002,4.8,take-home,Low,Easy
0000000672,Fall,2019,C0002,4.5,take-home,Low,Easy
0000000009,Fall,2019,C0003,2.2,in-person,Low,Hard
0000000009,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000019,Fall,2019,C0003,5.9,in-person,Medium,Hard
0000000019,Fall,2019,C0003,7.6,in-person,Medium,Hard
0000000026,Fall,2019,C0003,3.3,in-person,Low,Hard
0000000026,Fall,2019,C0003,3.4,in-person,Low,Hard
0000000031,Fall,2019,C0003,4.9,in-person,Medium,Hard
0000000031,Fall,2019,C0003,5.3,in-person,Medium,Hard
0000000032,Fall,2019,C0003,3.2,in-person,Low,Hard
0000000032,Fall,2019,C0003,1.8,in-person,Low,Hard
0000000042,Fall,2019,C0003,2.3,in-person,Low,Hard
0000000042,Fall,2019,C0003,1.3,in-person,Low,Hard
0000000049,Fall,2019,C0003,6.3,in-person,Medium,Hard
0000000049,Fall,2019,C0003,5.2,in-person,Medium,Hard
0000000051,Fall,2019,C0003,2.3,in-person,High,Hard
0000000051,Fall,2019,C0003,3.4,in-person,High,Hard
0000000054,Fall,2019,C0003,2.5,in-person,High,Hard
0000000054,Fall,2019,C0003,3.8,in-person,High,Hard
0000000058,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000058,Fall,2019,C0003,2.9,in-person,Medium,Hard
0000000059,Fall,2019,C0003,3.1,in-person,Medium,Hard
0000000059,Fall,2019,C0003,5.7,in-person,Medium,Hard
0000000061,Fall,2019,C0003,3.8,in-person,Medium,Hard
0000000061,Fall,2019,C0003,4.9,in-person,Medium,Hard
0000000062,Fall,2019,C0003,6.8,in-person,Medium,Hard
0000000062,Fall,2019,C0003,5.6,in-person,Medium,Hard
0000000067,Fall,2019,C0003,1.9,in-person,Low,Hard
0000000067,Fall,2019,C0003,3.9,in-person,Low,Hard
0000000077,Fall,2019,C0003,6.5,in-person,High,Hard
0000000077,Fall,2019,C0003,7.3,in-person,High,Hard
0000000084,Fall,2019,C0003,1.2,in-person,Low,Hard
0000000084,Fall,2019,C0003,4.2,in-person,Low,Hard
0000000085,Fall,2019,C0003,6.5,in-person,High,Hard
0000000085,Fall,2019,C0003,6.0,in-person,High,Hard
0000000086,Fall,2019,C0003,4.3,in-person,Medium,Hard
0000000086,Fall,2019,C0003,3.7,in-person,Medium,Hard
0000000103,Fall,2019,C0003,7.2,in-person,High,Hard
0000000103,Fall,2019,C0003,5.1,in-person,High,Hard
0000000108,Fall,2019,C0003,5.7,in-person,High,Hard
0000000108,Fall,2019,C0003,5.9,in-person,High,Hard
0000000112,Fall,2019,C0003,5.1,in-person,Medium,Hard
0000000112,Fall,2019,C0003,2.8,in-person,Medium,Hard
0000000118,Fall,2019,C0003,3.4,in-person,Low,Hard
0000000118,Fall,2019,C0003,1.7,in-person,Low,Hard
0000000119,Fall,2019,C0003,3.0,in-person,Low,Hard
0000000119,Fall,2019,C0003,5.0,in-person,Low,Hard
0000000132,Fall,2019,C0003,3.8,in-person,Low,Hard
0000000132,Fall,2019,C0003,1.6,in-person,Low,Hard
0000000136,Fall,2019,C0003,6.7,in-person,Medium,Hard
0000000136,Fall,2019,C0003,4.4,in-person,Medium,Hard
0000000151,Fall,2019,C0003,5.6,in-person,High,Hard
0000000151,Fall,2019,C0003,6.9,in-person,High,Hard
0000000154,Fall,2019,C0003,4.4,in-person,Medium,Hard
0000000154,Fall,2019,C0003,7.1,in-person,Medium,Hard
0000000155,Fall,2019,C0003,3.5,in-person,High,Hard
0000000155,Fall,2019,C0003,6.1,in-person,High,Hard
0000000157,Fall,2019,C0003,4.7,in-person,Low,Hard
0000000157,Fall,2019,C0003,5.4,in-person,Low,Hard
0000000164,Fall,2019,C0003,2.7,in-person,Medium,Hard
0000000164,Fall,2019,C0003,3.3,in-person,Medium,Hard
0000000165,Fall,2019,C0003,2.6,in-person,Low,Hard
0000000165,Fall,2019,C0003,3.0,in-person,Low,Hard
0000000167,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000167,Fall,2019,C0003,5.1,in-person,Medium,Hard
0000000172,Fall,2019,C0003,4.2,in-person,Medium,Hard
0000000172,Fall,2019,C0003,4.4,in-person,Medium,Hard
0000000191,Fall,2019,C0003,4.2,in-person,Low,Hard
0000000191,Fall,2019,C0003,3.4,in-person,Low,Hard
0000000194,Fall,2019,C0003,6.2,in-person,Medium,Hard
0000000194,Fall,2019,C0003,6.0,in-person,Medium,Hard
0000000205,Fall,2019,C0003,5.0,in-person,Medium,Hard
0000000205,Fall,2019,C0003,4.0,in-person,Medium,Hard
0000000207,Fall,2019,C0003,2.7,in-person,Low,Hard
0000000207,Fall,2019,C0003,3.0,in-person,Low,Hard
0000000208,Fall,2019,C0003,1.9,in-person,Low,Hard
0000000208,Fall,2019,C0003,2.6,in-person,Low,Hard
0000000210,Fall,2019,C0003,3.6,in-person,Low,Hard
0000000210,Fall,2019,C0003,4.1,in-person,Low,Hard
0000000211,Fall,2019,C0003,4.7,in-person,Low,Hard
0000000211,Fall,2019,C0003,5.3,in-person,Low,Hard
0000000220,Fall,2019,C0003,5.5,in-person,Medium,Hard
0000000220,Fall,2019,C0003,7.9,in-person,Medium,Hard
0000000222,Fall,2019,C0003,3.2,in-person,Low,Hard
0000000222,Fall,2019,C0003,2.9,in-person,Low,Hard
0000000236,Fall,2019,C0003,3.0,in-person,Low,Hard
0000000236,Fall,2019,C0003,1.7,in-person,Low,Hard
0000000248,Fall,2019,C0003,3.6,in-person,Medium,Hard
0000000248,Fall,2019,C0003,2.6,in-person,Medium,Hard
0000000252,Fall,2019,C0003,3.1,in-person,Low,Hard
0000000252,Fall,2019,C0003,2.8,in-person,Low,Hard
0000000274,Fall,2019,C0003,4.1,in-person,Low,Hard
0000000274,Fall,2019,C0003,2.6,in-person,Low,Hard
0000000288,Fall,2019,C0003,5.6,in-person,High,Hard
0000000288,Fall,2019,C0003,6.0,in-person,High,Hard
0000000289,Fall,2019,C0003,3.0,in-person,Medium,Hard
0000000289,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000295,Fall,2019,C0003,1.1,in-person,Low,Hard
0000000295,Fall,2019,C0003,3.0,in-person,Low,Hard
0000000300,Fall,2019,C0003,2.0,in-person,Low,Hard
0000000300,Fall,2019,C0003,2.9,in-person,Low,Hard
0000000309,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000309,Fall,2019,C0003,4.9,in-person,Low,Hard
0000000310,Fall,2019,C0003,3.4,in-person,Medium,Hard
0000000310,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000322,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000322,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000323,Fall,2019,C0003,4.1,in-person,High,Hard
0000000323,Fall,2019,C0003,3.4,in-person,High,Hard
0000000331,Fall,2019,C0003,6.3,in-person,High,Hard
0000000331,Fall,2019,C0003,6.3,in-person,High,Hard
0000000333,Fall,2019,C0003,3.3,in-person,Low,Hard
0000000333,Fall,2019,C0003,2.2,in-person,Low,Hard
0000000349,Fall,2019,C0003,2.2,in-person,Low,Hard
0000000349,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000351,Fall,2019,C0003,2.7,in-person,Medium,Hard
0000000351,Fall,2019,C0003,2.5,in-person,Medium,Hard
0000000359,Fall,2019,C0003,4.6,in-person,Medium,Hard
0000000359,Fall,2019,C0003,4.6,in-person,Medium,Hard
0000000362,Fall,2019,C0003,2.3,in-person,Low,Hard
0000000362,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000363,Fall,2019,C0003,3.6,in-person,Medium,Hard
0000000363,Fall,2019,C0003,4.0,in-person,Medium,Hard
0000000367,Fall,2019,C0003,3.6,in-person,Medium,Hard
0000000367,Fall,2019,C0003,4.6,in-person,Medium,Hard
0000000371,Fall,2019,C0003,6.0,in-person,Medium,Hard
0000000371,Fall,2019,C0003,3.5,in-person,Medium,Hard
0000000372,Fall,2019,C0003,5.7,in-person,Medium,Hard
0000000372,Fall,2019,C0003,3.6,in-person,Medium,Hard
0000000385,Fall,2019,C0003,4.9,in-person,Medium,Hard
0000000385,Fall,2019,C0003,5.9,in-person,Medium,Hard
0000000387,Fall,2019,C0003,4.9,in-person,Medium,Hard
0000000387,Fall,2019,C0003,4.9,in-person,Medium,Hard
0000000395,Fall,2019,C0003,7.5,in-person,High,Hard
0000000395,Fall,2019,C0003,5.6,in-person,High,Hard
0000000400,Fall,2019,C0003,7.4,in-person,High,Hard
0000000400,Fall,2019,C0003,5.6,in-person,High,Hard
0000000420,Fall,2019,C0003,6.4,in-person,Medium,Hard
0000000420,Fall,2019,C0003,4.5,in-person,Medium,Hard
0000000425,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000425,Fall,2019,C0003,2.8,in-person,Medium,Hard
0000000428,Fall,2019,C0003,3.9,in-person,Medium,Hard
0000000428,Fall,2019,C0003,3.9,in-person,Medium,Hard
0000000437,Fall,2019,C0003,6.9,in-person,High,Hard
0000000437,Fall,2019,C0003,5.4,in-person,High,Hard
0000000454,Fall,2019,C0003,4.2,in-person,Low,Hard
0000000454,Fall,2019,C0003,2.7,in-person,Low,Hard
0000000464,Fall,2019,C0003,7.6,in-person,High,Hard
0000000464,Fall,2019,C0003,6.8,in-person,High,Hard
0000000466,Fall,2019,C0003,2.7,in-person,Medium,Hard
0000000466,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000472,Fall,2019,C0003,5.2,in-person,Medium,Hard
0000000472,Fall,2019,C0003,4.6,in-person,Medium,Hard
0000000475,Fall,2019,C0003,2.7,in-person,Low,Hard
0000000475,Fall,2019,C0003,1.2,in-person,Low,Hard
0000000483,Fall,2019,C0003,4.4,in-person,Medium,Hard
0000000483,Fall,2019,C0003,5.5,in-person,Medium,Hard
0000000487,Fall,2019,C0003,4.5,in-person,Medium,Hard
0000000487,Fall,2019,C0003,3.5,in-person,Medium,Hard
0000000507,Fall,2019,C0003,4.6,in-person,Low,Hard
0000000507,Fall,2019,C0003,4.2,in-person,Low,Hard
0000000508,Fall,2019,C0003,2.1,in-person,Low,Hard
0000000508,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000514,Fall,2019,C0003,1.8,in-person,Low,Hard
0000000514,Fall,2019,C0003,3.4,in-person,Low,Hard
0000000524,Fall,2019,C0003,2.0,in-person,Medium,Hard
0000000524,Fall,2019,C0003,3.9,in-person,Medium,Hard
0000000527,Fall,2019,C0003,6.5,in-person,High,Hard
0000000527,Fall,2019,C0003,5.2,in-person,High,Hard
0000000537,Fall,2019,C0003,1.4,in-person,Low,Hard
0000000537,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000539,Fall,2019,C0003,5.6,in-person,High,Hard
0000000539,Fall,2019,C0003,6.0,in-person,High,Hard
0000000540,Fall,2019,C0003,2.6,in-person,Low,Hard
0000000540,Fall,2019,C0003,3.2,in-person,Low,Hard
0000000541,Fall,2019,C0003,5.1,in-person,Medium,Hard
0000000541,Fall,2019,C0003,2.5,in-person,Medium,Hard
0000000542,Fall,2019,C0003,3.0,in-person,Medium,Hard
0000000542,Fall,2019,C0003,3.2,in-person,Medium,Hard
0000000558,Fall,2019,C0003,3.8,in-person,High,Hard
0000000558,Fall,2019,C0003,4.8,in-person,High,Hard
0000000562,Fall,2019,C0003,2.1,in-person,Low,Hard
0000000562,Fall,2019,C0003,1.0,in-person,Low,Hard
0000000563,Fall,2019,C0003,4.2,in-person,Medium,Hard
0000000563,Fall,2019,C0003,3.6,in-person,Medium,Hard
0000000571,Fall,2019,C0003,3.7,in-person,High,Hard
0000000571,Fall,2019,C0003,3.8,in-person,High,Hard
0000000578,Fall,2019,C0003,3.4,in-person,Low,Hard
0000000578,Fall,2019,C0003,4.9,in-person,Low,Hard
0000000590,Fall,2019,C0003,2.2,in-person,Medium,Hard
0000000590,Fall,2019,C0003,3.3,in-person,Medium,Hard
0000000594,Fall,2019,C0003,4.5,in-person,High,Hard
0000000594,Fall,2019,C0003,6.3,in-person,High,Hard
0000000602,Fall,2019,C0003,5.2,in-person,High,Hard
0000000602,Fall,2019,C0003,3.4,in-person,High,Hard
0000000607,Fall,2019,C0003,5.4,in-person,High,Hard
0000000607,Fall,2019,C0003,4.4,in-person,High,Hard
0000000608,Fall,2019,C0003,3.8,in-person,Low,Hard
0000000608,Fall,2019,C0003,3.8,in-person,Low,Hard
0000000613,Fall,2019,C0003,4.9,in-person,High,Hard
0000000613,Fall,2019,C0003,3.3,in-person,High,Hard
0000000619,Fall,2019,C0003,3.9,in-person,Low,Hard
0000000619,Fall,2019,C0003,3.5,in-person,Low,Hard
0000000622,Fall,2019,C0003,3.6,in-person,Medium,Hard
0000000622,Fall,2019,C0003,2.7,in-person,Medium,Hard
0000000635,Fall,2019,C0003,6.4,in-person,High,Hard
0000000635,Fall,2019,C0003,6.6,in-person,High,Hard
0000000641,Fall,2019,C0003,2.5,in-person,High,Hard
0000000641,Fall,2019,C0003,5.0,in-person,High,Hard
0000000664,Fall,2019,C0003,6.5,in-person,Low,Hard
0000000664,Fall,2019,C0003,2.9,in-person,Low,Hard
0000000676,Fall,2019,C0003,4.9,in-person,Medium,Hard
0000000676,Fall,2019,C0003,4.7,in-person,Medium,Hard
0000000677,Fall,2019,C0003,2.3,in-person,Low,Hard
0000000677,Fall,2019,C0003,3.2,in-person,Low,Hard
0000000006,Fall,2019,C0004,2.8,in-person,Medium,Hard
0000000006,Fall,2019,C0004,1.9,in-person,Medium,Hard
0000000022,Fall,2019,C0004,3.3,in-person,Low,Hard
0000000022,Fall,2019,C0004,3.8,in-person,Low,Hard
0000000024,Fall,2019,C0004,3.4,in-person,Medium,Hard
0000000024,Fall,2019,C0004,3.9,in-person,Medium,Hard
0000000025,Fall,2019,C0004,3.6,in-person,Medium,Hard
0000000025,Fall,2019,C0004,3.5,in-person,Medium,Hard
0000000027,Fall,2019,C0004,4.0,in-person,Medium,Hard
0000000027,Fall,2019,C0004,3.6,in-person,Medium,Hard
0000000028,Fall,2019,C0004,1.4,in-person,Low,Hard
0000000028,Fall,2019,C0004,3.3,in-person,Low,Hard
0000000034,Fall,2019,C0004,4.1,in-person,Medium,Hard
0000000034,Fall,2019,C0004,4.1,in-person,Medium,Hard
0000000038,Fall,2019,C0004,4.3,in-person,Low,Hard
0000000038,Fall,2019,C0004,3.6,in-person,Low,Hard
0000000041,Fall,2019,C0004,6.4,in-person,High,Hard
0000000041,Fall,2019,C0004,5.4,in-person,High,Hard
0000000047,Fall,2019,C0004,3.8,in-person,High,Hard
0000000047,Fall,2019,C0004,6.0,in-person,High,Hard
0000000049,Fall,2019,C0004,6.4,in-person,Medium,Hard
0000000049,Fall,2019,C0004,4.9,in-person,Medium,Hard
0000000055,Fall,2019,C0004,3.9,in-person,High,Hard
0000000055,Fall,2019,C0004,5.1,in-person,High,Hard
0000000056,Fall,2019,C0004,1.9,in-person,Low,Hard
0000000056,Fall,2019,C0004,1.9,in-person,Low,Hard
0000000063,Fall,2019,C0004,2.1,in-person,Medium,Hard
0000000063,Fall,2019,C0004,4.5,in-person,Medium,Hard
0000000065,Fall,2019,C0004,1.2,in-person,Low,Hard
0000000065,Fall,2019,C0004,1.5,in-person,Low,Hard
0000000069,Fall,2019,C0004,3.8,in-person,Medium,Hard
0000000069,Fall,2019,C0004,5.2,in-person,Medium,Hard
0000000071,Fall,2019,C0004,1.3,in-person,Low,Hard
0000000071,Fall,2019,C0004,1.0,in-person,Low,Hard
0000000072,Fall,2019,C0004,3.2,in-person,Low,Hard
0000000072,Fall,2019,C0004,1.4,in-person,Low,Hard
0000000081,Fall,2019,C0004,3.6,in-person,Medium,Hard
0000000081,Fall,2019,C0004,2.4,in-person,Medium,Hard
0000000084,Fall,2019,C0004,3.1,in-person,Low,Hard
0000000084,Fall,2019,C0004,3.9,in-person,Low,Hard
0000000092,Fall,2019,C0004,4.7,in-person,High,Hard
0000000092,Fall,2019,C0004,4.7,in-person,High,Hard
0000000099,Fall,2019,C0004,2.9,in-person,Low,Hard
0000000099,Fall,2019,C0004,1.8,in-person,Low,Hard
0000000101,Fall,2019,C0004,2.8,in-person,Medium,Hard
0000000101,Fall,2019,C0004,5.1,in-person,Medium,Hard
0000000105,Fall,2019,C0004,2.7,in-person,Low,Hard
0000000105,Fall,2019,C0004,1.0,in-person,Low,Hard
0000000107,Fall,2019,C0004,2.8,in-person,Medium,Hard
0000000107,Fall,2019,C0004,1.4,in-person,Medium,Hard
0000000112,Fall,2019,C0004,4.5,in-person,Medium,Hard
0000000112,Fall,2019,C0004,3.8,in-person,Medium,Hard
0000000122,Fall,2019,C0004,2.7,in-person,High,Hard
